Category - this is a dummy column;Filename;calibration;Charge;Live time (%);current (nA);CaK;TiK;MnK;FeK;NiK;CuK;BrK;AgK;AuL;HgL;PbL;BiL
2;14dez005;cal1.txt;20;0.8345;15;0.270101857;0.012762133;0.001490713;0.062612343;0.001842421;3.040802876;0.01018574;81.05290593;0.025680048;0.027351708;0.0291432;0.106770521
2;14dez006;cal1.txt;20;0.7904;15;0.404035931;0.023241397;0.002632844;0.068130061;0.048152834;3.66333502;0;98.08052885;0.014986083;0.136766194;0.028555162;0.138537449
2;14dez007;cal1.txt;20;0.7991;15;1.450131398;0.057746214;0.017576023;0.327618571;0;3.346890252;0.004346139;83.97140533;0.016036791;0.114065824;0.04283569;0.10705794
2;14dez008;cal1.txt;20;0.7616;15;0.560661765;0.065375525;0.005406381;5.799172794;0;1.574842437;0.022905725;73.68697479;0.096310399;0.084493172;0.128019958;0.127494748
2;14dez009;cal1.txt;20;0.7981;15;0.913106127;0.042701416;0.004487533;1.318882346;0;1.109572735;0.041122666;85.25541912;0.109384789;0.044073424;0.085452951;0.060662824
2;14dez010;cal1.txt;20;0.7647;15;1.32346018;0.04182686;0.010513927;6.864129724;0;1.038184909;0.01955015;75.26788283;0.087289133;0.071465934;0.117562443;0.080816006
2;14dez011;cal1.txt;20;0.8024;15;0.968968096;0.072033898;0.004629237;0.786266201;0;2.05944666;0;85.20158275;0.1111665;2.997569791;0.156218843;0.100386341
2;14dez012;cal1.txt;20;0.7523;15;0.497873189;0.041140502;0.003198192;4.442310249;0.03898046;1.862421906;0;90.10241925;0.050245913;0.034141965;0.112455138;0.072776818
2;14dez013;cal1.txt;20;0.7686;15;0.309653916;0.022118137;0.021051262;0.24960968;1.684946656;2.455308353;0.410421546;94.04944054;0.053935727;0.044392402;0.119502992;0.069021598
2;14dez014;cal1.txt;20;0.8118;15;0.800505051;0.034164819;0.002167406;0.199494949;0;2.4672949;0.364806603;79.20386795;0.052050998;0.040342449;0.111788618;0.097560976
2;14dez015;cal1.txt;20;0.7902;15;0.10788408;0.00811187;0;0.053650974;0.002248798;2.829979752;0.002468995;98.03486459;0.07896735;0.039755758;0.099658314;0.19982283
2;14dez016;cal1.txt;20;0.7934;15;0.128812705;0.019851273;0.001546509;0.059805899;0;2.837786741;0.002080918;97.97485505;0.083942526;0.033747164;0.100705823;0.167380892
2;14dez017;cal1.txt;20;0.7848;15;0.176924057;0.010129969;0;0.060403925;0;2.714067278;0.004401758;99.78618756;0.086072885;0.038512997;0.102127931;0.169151376
2;14dez018;cal1.txt;20;0.7254;15;0.687896333;0.007409705;0;0.052867384;0.00670113;6.373035567;0;97.09112214;0.051109733;0.086090433;0.129721533;0.372484147
0;14dez019;cal1.txt;20;0.6342;15;3.499921161;0;0.003734626;0.031023336;0;13.64262062;0.057678966;73.6679281;0.087906023;0.052231157;0.215704825;0.619520656
2;14dez020;cal1.txt;20;0.734;15;0.190122616;0.002054496;0;0.035081744;0;6.766076294;0.008855586;95.2996594;0.046314714;0.065395095;0.138283379;0.460081744
2;14dez021;cal1.txt;20;0.7256;15;0.773497795;0.013009923;0;0.116041896;0;6.187155458;0.010818633;95.28679713;0.050254961;0.150496141;0.138919515;0.406904631
0;14dez022;cal1.txt;20;0.8226;15;4.94183078;0.073061026;0.01193168;0.427364454;0;2.542851933;0.454352054;68.39186725;0.129710673;0.039903963;0.161317773;0.031394359
2;14dez023;cal1.txt;10;0.881;15;0.314188422;0.029182747;0;0.067616345;0;2.119750284;0.012565267;47.7400681;0.12814983;0.010832009;0.07906924;0.047309875
2;14dez024;cal1.txt;10;0.8648;15;0.428307123;0.014535153;0;0.059898242;0;2.148820537;0.014893617;44.84944496;0.128931545;0.007716235;0.084273821;0.049340888
2;14dez025;cal1.txt;10;0.8834;15;0.848426534;0.0095789;0.001779488;0.06477247;0;1.497509622;0.010669006;37.17194929;0.033303147;0.037932986;0.166289337;0.027756396
2;14dez026;cal1.txt;10;0.8948;15;0.706750112;0.004607734;0.002143496;0.045071524;0;1.403330353;0;36.10281627;0.024888243;0.025469379;0.128296826;0.02106616
2;14dez027;cal1.txt;10;0.851;15;0.426792009;0.014606345;0.045804935;0.072561692;0;2.862984724;0;33.70258519;0.078296122;0.015440658;0.059952996;0.042032902
2;14dez028;cal1.txt;10;0.8682;15;0.931697765;0.020110574;0.113384013;0.21550334;0;2.862013361;0;35.33402442;0.075881133;0.012508639;0.063487676;0.033736466
0;14dez029;cal1.txt;10;0.9478;15;0.275374552;0.03366744;0.009265668;0.569634944;0.004726736;0.84944081;0.001869593;14.51308293;0.044946191;0.002053176;0.040535978;0.031947668
2;14dez030;cal1.txt;10;0.8718;15;0.487267722;0.011504932;0;0.096685019;0.006858224;3.465129617;0.099850883;89.35489791;0.016609314;0.052018812;0.157949071;0.041580638
2;14dez031;cal1.txt;10;0.8908;15;0.388639425;0.028345308;0.002906376;0.222496632;0;3.113156713;0;94.01773687;0.667040862;0.016142793;0.919173776;0.006861248
2;14dez032;cal1.txt;10;0.8866;15;0.394315362;0.027035867;0.00453192;0.231671554;0;3.289871419;0;90.34355967;0.600834649;0.017437401;0.795962102;0.006806903
2;14dez033;cal1.txt;10;0.888;15;7.144256757;0.066959459;0;0.3625;0;1.695045045;0.009171171;91.66126126;0.218130631;0.015202703;0.538513514;0.028130631
2;14dez034;cal1.txt;10;0.911;15;0.349176729;0.030032931;0.002164654;0.342041712;0;1.795389682;0.008511526;92.89374314;0.218660812;0.012623491;0.464873765;0.026805708
2;14dez035;cal1.txt;10;0.8828;15;0.311169008;0.041130494;0;0.153942003;0.022745809;3.195740825;0.012550974;96.02265519;0.412550974;0.019857272;1.422972361;0.009866334
2;14dez036;cal1.txt;10;0.8544;15;0.211493446;0.015695225;0;0.058286517;0.03909176;4.192298689;0.009966058;100.485721;0.424976592;0.012207397;1.569756554;0.01443118
2;14dez037;cal1.txt;10;0.898;15;0.680289532;0.041870824;0;0.684855234;0.01908686;2.770267261;0.016648107;90.81258352;0.173719376;0.018786192;0.561804009;0.079097996
2;14dez038;cal1.txt;10;0.795;15;0.672830189;0.048943396;0;0.936855346;0.013081761;2.535345912;0.091849057;92.73962264;0.113559748;0.022603774;0.632578616;0.096616352
2;14dez039;cal1.txt;10;0.7148;15;1.068410744;0.029308898;0;0.11927812;0;7.282456631;0;96.72425853;0.659065473;0.038220481;0.685506435;0
2;14dez040;cal1.txt;10;0.7332;15;0.962356792;0.022545008;0;0.097040371;0;6.516775777;0;95.59888161;0.640480087;0.037656847;0.896208402;0
2;14dez042;cal1.txt;10;0.7706;15;0.351284713;0.022060732;0.002335842;0.075798079;0.002161952;3.390994031;0.218011939;98.72995069;0.077524007;0.036984168;0.237217752;0.09426421
2;14dez043;cal1.txt;10;0.733;15;0.328922237;0.026712142;0.003523874;6.833015007;0;2.088130969;0.11585266;83.66930423;0.062496589;0.028035471;0.159345157;0.051937244
2;14dez044;cal1.txt;10;0.8566;15;1.219822554;0.083527901;0.018806911;0.694956806;0;0.968013075;0.135419099;77.04739668;0.039855242;0.015701611;0.053595611;0.078951669
2;14dez045;cal1.txt;10;0.857;15;0.878063011;0.158459743;0.01823804;1.057759627;0.004674446;1.001750292;0.108623104;73.04970828;0.03882147;0.012088681;0.071528588;0.115017503
2;14dez046;cal1.txt;10;0.811;15;0.383477189;0.007479655;0.007945746;0.192848335;0;2.193218249;0;90.51738594;0.026843403;1.960789149;0.066041924;0.059223181
2;14dez047;cal1.txt;10;0.8202;15;0.252987076;0.004942697;0;0.312728603;0;1.689831748;0;89.64740307;0.030907096;0.496830041;0.058119971;0.052475006
2;14dez048;cal1.txt;10;0.7766;15;0.362219933;0.024530003;0;0.221091939;0;3.525366984;0;94.51390677;0.101107391;0.771310842;0.300540819;0.02043523
2;14dez049;cal1.txt;10;0.7844;15;1.300739419;0.076045385;0.006652218;0.201810301;0.005699898;3.503442121;0.051746558;83.04054054;0.099196838;0.436384498;0.289138195;0.019314125
2;14dez050;cal1.txt;10;0.7454;15;1.537966193;0.047424202;0.007860209;0.370002683;0;4.376308023;0.055795546;90.94244701;0.513818084;0.028508184;0.244298363;0.009778642
2;14dez061;cal1.txt;10;0.7412;15;0.582298975;0.013734485;0;0.090744738;0;7.603480842;0;82.17228818;0.013169185;0;0.372099298;0.179438748
2;14dez062;cal1.txt;10;0.7926;15;0.372823618;0.004526874;0;0.068622256;0.013499874;5.419631592;0;85.60724199;0.012269745;0.008879637;0.302674741;0.089881403
2;14dez063;cal1.txt;10;0.7714;15;0.288955146;0.02398237;0.027832512;3.437256935;0.004443868;1.88942183;0.776899144;90.76588022;0.084016075;0.031864143;0.130152969;0.175913923
2;14dez064;cal1.txt;10;0.7834;15;0.325376564;0.047076845;0.027329589;4.034209854;0.006122032;1.704876181;0.316058208;84.30125096;0.080048507;0.037030891;0.10151902;0.138115905
2;14dez065;cal1.txt;10;0.8214;15;0.686267348;0.005726808;0.003781349;0.092208425;0;3.459094229;0.011497443;90.678841;0.199172145;0.074446068;0.18091064;0.028512296
2;14dez066;cal1.txt;10;0.783;15;0.79348659;0.009;0.004799489;0.115338442;0.007394636;4.061047254;0.006550447;94.69833972;0.232183908;0.085862069;0.201277139;0.032439336
2;14dez067;cal1.txt;10;0.8138;15;0.782010322;0.009338904;0;0.165274023;0.011721553;3.271811256;0;92.53084296;0.149913984;0.038117474;0.209756697;0.104435979
2;14dez068;cal1.txt;10;0.8038;15;0.615949241;0.029360537;0.008000746;0.454963921;0.011789002;2.614953969;0.008095297;89.4670316;0.03818114;0.024533466;0.173799453;0.073090321
2;14dez069;cal1.txt;10;0.7746;15;0.548670281;0.022553576;0.003035115;0.116924864;0.018306223;4.05925639;0;96.3831655;0.195068422;0.053266202;0.240769429;0.052685257
2;14dez070;cal1.txt;10;0.7954;15;0.657530802;0.034485793;0;0.151118934;0.017902942;3.667965803;0.007611265;94.0088006;0.228312799;0.042544632;0.201910988;0.045976867
2;14dez071;cal1.txt;10;0.7618;15;0.681149908;0.038750328;0.010480441;0.864137569;0.02370701;3.528091363;0;96.97939092;0.211735364;0.061328433;0.176686794;0.007005776
2;14dez072;cal1.txt;10;0.8044;15;0.469915465;0.025124316;0;0.24701641;0.023284436;3.839010443;0;91.45885132;0.265166584;0.040875186;0.184236698;0.007309796
2;14dez073;cal1.txt;10;0.8214;15;0.144265888;0.036109082;0;0.045483321;0.007857317;3.21670319;0;94.33747261;0.068030192;0.137448259;0.223033845;0.036474312
2;14dez075;cal1.txt;10;0.8404;15;0.325083294;0.037946216;0;0.101475488;0.016944312;3.296763446;0;98.31211328;0.378391242;0.043039029;0.571275583;0
2;14dez076;cal1.txt;10;0.8094;15;0.503088708;0.016234248;0;0.067247344;0.012750185;3.419322955;0;97.88818878;0.557573511;0.052446256;1.170249568;0
2;14dez077;cal1.txt;10;0.7978;15;0.175482577;0.026685886;0;0.148408122;0.011433943;3.333040862;0;99.01416395;0.164201554;0.027525696;0.378290298;0.127600902
2;14dez078;cal1.txt;10;0.7792;15;0.191093429;0.042120123;0;0.165169405;0.011152464;4.357417864;0;99.44699692;0.12262577;0.021586242;0.445585216;0.152977413
2;14dez079;cal1.txt;10;0.7898;15;0;0.004439099;0;0.065839453;0;4.205368448;0;84.53380603;0.921372499;0;0.325778678;0
2;14dez080;cal1.txt;10;0.8308;15;0.091369764;0.006324025;0.003074145;0.069270583;0;4.394077997;0;82.10772749;0.884448724;0;0.354718344;0
2;14dez081;cal1.txt;10;0.7934;15;0.284219813;0.00575876;0.002325435;0.020456264;0.016372574;6.084320645;0;86.81850265;0.031094026;0.028056466;0.506554071;0.128308546
2;14dez082;cal1.txt;10;0.7612;15;0.277456647;0.004708355;0.002296374;0.020178665;0.018063584;6.606673673;0.005927483;86.34971098;0.042997898;0.027207042;0.538360483;0.125814503
2;14dez083;cal1.txt;10;0.8166;15;1.873499878;0.118907666;0.046914034;2.536125398;0;2.385011021;0.003351702;83.11951996;0.349742836;0.011780554;0.361866275;0.049473426
2;14dez084;cal1.txt;10;0.7994;15;2.22166625;0.083500125;0.037615712;0.810482862;0;3.016762572;0;91.73192394;0.55991994;0.01437328;0.453965474;0.076644984
2;14dez085;cal1.txt;10;0.8298;15;0.300313329;0.017269221;0.002594601;1.378645457;0;1.939503495;0.011012292;91.38768378;0.055085563;0.0170282;0.118161003;0.01384671
2;14dez086;cal1.txt;10;0.811;15;0.571516646;0.063045623;0.004303329;3.48323058;0;1.278421702;0.019445129;84.96732429;0.05622688;0.023390875;0.12540074;0.01222688
2;14dez087;cal1.txt;10;0.8316;15;0.195646946;0.017821068;0;0.137566138;0;2.188792689;0.004939875;96.21067821;0.347282347;0.021296296;0.231601732;0.040933141
2;14dez088;cal1.txt;10;0.7788;15;0.212763225;0.015896251;0;0.139316898;0.001649974;3.664869029;0;99.20326143;0.319465845;0.039149974;0.433359014;0.072444787
2;14dez089;cal1.txt;10;0.7952;15;0.469315895;0.073667002;0;0.343938632;0;3.590794769;0.027024648;95.21541751;0.159582495;0.031287726;0.358651911;0.167002012
2;14dez090;cal1.txt;10;0.8108;15;0.426245683;0.053391712;0.006068081;0.3624815;0;3.574740997;0.007995807;94.42649235;0.19647262;0.028021707;0.35853478;0.171435619
2;14dez091;cal1.txt;10;0.826;15;0.12905569;0.01251816;0;0.088728814;0.010294189;2.126392252;0.011585956;94.69479419;0.335230024;0.021924939;0.542857143;0.011359564
2;14dez093;cal1.txt;10;0.8108;15;0.258386778;0.11223483;0.002285397;0.254316724;0;2.592994573;0;96.74185989;0.046521954;0.011551554;0.121743957;0.171682289
2;14nov034;cal1.txt;20;0.7;15;0.333571429;0.059221429;0.004095714;0.062214286;0;4.962357143;0;89.02914286;0.024328571;0.053135714;0.465428571;0.068785714
0;14nov035;cal1.txt;20;0.6395;15;1.369038311;0.09022674;0.011282252;0.216184519;0;12.08530102;0;79.29077404;0.043197811;0.054362783;0.768881939;0.106411259
2;14nov036;cal1.txt;20;0.7455;15;0.529376258;0.069550637;0.00649497;0.081891348;0;7.070892019;0.005729041;74.79242119;0.031448692;0.036083166;0.484439973;0.073574782
2;14nov037;cal1.txt;20;0.652;15;0.474616564;0.10107362;0.012055215;0.360812883;0;11.7416411;0.022116564;93.49256135;0.052292945;0.08458589;0.1375;0.217868098
2;14nov038;cal1.txt;20;0.7289;15;0.233571135;0.057367266;0.005629716;0.201536562;0;6.352037317;0.028968308;96.41596927;0.061359583;0.049766772;0.122581973;0.211551653
2;14nov039;cal1.txt;20;0.761;15;0.149014455;0.021603154;0.003627464;0.090341656;0;5.004073587;0.02044021;88.19520368;0.06542707;0.041727989;0.110249671;0.191458607
2;14nov040;cal1.txt;20;0.8196;15;0.231271352;0.015714983;0.004067838;0.105783309;0;1.478038067;0.322169351;89.78166179;0.040983407;0.016794778;0.069424109;0.128904344
2;14nov041;cal1.txt;20;0.7676;15;0.249869724;0.013340281;0.005755602;0.233520063;0;4.026380928;0.10278791;95.44990881;0.059399427;0.021541167;0.20798593;0.24830641
2;14nov042;cal1.txt;20;0.7868;15;0.385231317;0.012989324;0;1.268047789;0;2.244916116;0.135485511;94.58706151;0.068251144;0.021276055;0.121123538;0.173868836
2;14nov043;cal1.txt;20;0.8496;15;0.66825565;0.040736817;0.001517185;0.305437853;0;0.317855461;0.005752707;97.03431026;0.040719162;0.035622646;0.04353225;0.012594162
2;14nov044;cal1.txt;20;0.8139;15;0.619363558;0.024216734;0.002492935;0.312139083;0;1.735716919;0.02511365;96.56610149;0.035434329;0.049017078;0.168693943;0.053667527
2;14nov045;cal1.txt;20;0.8122;15;0.90599606;0.024759911;0;0.415599606;0;1.433760158;0.042237134;99.27647131;0.093018961;0.054752524;0.16012066;0.053755233
2;14nov046;cal1.txt;20;0.7685;15;0.569876383;0.148340924;0.027566688;2.777553676;0;1.77950553;4.022381262;69.20299284;0.109108653;0.027618738;0.146649317;0.02807417
2;14nov047;cal1.txt;20;0.777;15;0.191377091;0.016293436;0;0.990926641;0;2.971235521;0.873680824;84.86248391;0.218275418;0.043436293;0.242213642;0.05029601
2;14nov048;cal1.txt;20;0.7357;15;0.195052331;0.006493136;0.002221694;0.036285171;0;5.07985592;0.532486068;93.17527525;0.257917629;0.034314259;0.375424766;0.059134158
2;14nov049;cal1.txt;20;0.6814;15;0.094291165;0.010926035;0;0.052626945;0;7.451203405;0.003680657;103.1331817;0.125990608;0.081890226;0.168990314;0.239433519
2;14nov050;cal1.txt;20;0.7218;15;0.110626212;0.029100859;0.002170961;0.077583818;0.001832225;5.499238016;0.002735522;98.62406484;0.121778886;0.073358271;0.18162926;0.22700194
2;14nov051;cal1.txt;20;0.6905;15;0.095872556;0.011918899;0.002183925;0.053034033;0;6.601086169;0.00513034;103.201231;0.134178132;0.096886314;0.173931933;0.235409124
0;14nov052;cal1.txt;20;0.627;15;1.17599681;0.022647528;0.023596491;6.016108453;0;7.481977671;0.025414673;86.2062201;0.044154705;0.043253589;0.329824561;0.102870813
0;14nov053;cal1.txt;20;0.6287;15;1.290281533;0.019611898;0;2.899475107;0.002519485;8.45991729;0.044981708;87.03714013;0.041045014;0.048298075;0.346270081;0.122634007
2;14nov054;cal1.txt;20;0.6798;15;0.960355987;0.017269785;0.004194616;5.302662548;0;5.415931156;0.012555163;86.14776405;0.038290674;0.048565755;0.381362165;0.117461018
2;14nov055;cal1.txt;20;0.727;15;0.105295736;0.009910591;0.002759972;0.121664374;0;4.892847318;0;95.98397524;1.034181568;0;0.392984869;0
2;14nov056;cal1.txt;20;0.7395;15;0.068424611;0.004323867;0.002114943;0.06984449;0;4.745233266;0;95.2148073;1.021636241;0;0.380324544;0
2;15bfe077;cal1.txt;10;0.787;15;0;0;0;0.063189327;0;5.599110546;0;95.24701398;1.067090216;0;0.44815756;0
2;15bfe078;cal1.txt;10;0.7302;15;0.07414407;0;0;0.024185155;0;5.710627225;0;93.66598192;1.035606683;0;0.477266502;0
2;15bfe079;cal1.txt;10;0.7411;15;0;0;0;0.027985427;0;5.690325192;0;91.32910538;1.021859398;0;0.463635137;0
2;15bfe080;cal1.txt;10;0.7239;15;0;0;0;0.01849703;0;5.77759359;0;92.63130267;1.008426578;0;0.474789336;0
0;15bfe081;cal1.txt;10;0.671;15;0.414008942;0.052220566;0.004836066;0.15052161;0;9.617585693;0.48390462;63.16885246;0.151415797;0.017958271;0.74366617;0.032339791
2;15bfe082;cal1.txt;10;0.7595;15;0.317709019;0.013877551;0.004970375;0.278867676;0.005339039;3.750230415;0.293219223;83.15062541;0.228044766;0.020684661;0.598946675;0.022435813
